condition,trial,method,pd,pfa,reports,observations,active_targets,capture,bits,delay_ms,selector_seconds,objective_gain,extra_pd_evaluations,accepted_moves
rcs1_k0,50,joint,0.7,0.056666666666666664,0,51,10,1.0,0.0,0.0,4.125350199989043,0.0,320,0
rcs1_k0,50,balanced,0.7,0.05333333333333334,0,60,10,1.0,0.0,0.0,0.5740640999283642,0.0,0,0
rcs1_k0,50,robust,0.7,0.056666666666666664,0,60,10,1.0,0.0,0.0,4.556078299996443,0.0,0,0
rcs1_k0,51,v1,0.4,0.04,0,56,10,1.0,0.0,0.0,4.798795299953781,0.0,0,0
rcs1_k0,51,joint,0.4,0.04,0,56,10,1.0,0.0,0.0,4.9255962000461295,0.0,340,0
rcs1_k0,51,balanced,0.3,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.7011522999964654,0.0,0,0
rcs1_k0,51,robust,0.4,0.04,0,60,10,1.0,0.0,0.0,4.873857099912129,0.0,0,0
rcs1_k0,52,v1,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,3.741631899960339,0.0,0,0
rcs1_k0,52,joint,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,3.866518500028178,0.0,334,0
rcs1_k0,52,balanced,0.5,0.06666666666666667,0,60,10,1.0,0.0,0.0,0.46240870002657175,0.0,0,0
rcs1_k0,52,robust,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,4.0540329000214115,0.0,0,0
rcs1_k0,53,v1,0.5,0.04666666666666667,0,41,10,1.0,0.0,0.0,2.99129510007333,0.0,0,0
rcs1_k0,53,joint,0.5,0.04666666666666667,0,41,10,1.0,0.0,0.0,3.087698100018315,0.0,305,0
rcs1_k0,53,balanced,0.5,0.04666666666666667,0,60,10,1.0,0.0,0.0,0.5759529999922961,0.0,0,0
rcs1_k0,53,robust,0.5,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.457336400053464,0.0,0,0
rcs1_k0,54,v1,0.7,0.06,0,38,10,1.0,0.0,0.0,2.6764253999572247,0.0,0,0
rcs1_k0,54,joint,0.7,0.06,0,38,10,1.0,0.0,0.0,2.7877395000541583,0.0,318,0
